v_Bmp2,v_Dkk1,v_Fgf8,v_Foxc1_2,v_GATAs,v_Isl1,v_Mesp1,v_Nkx2_5,v_Tbx1,v_Tbx5,v_canWnt,v_exogen_BMP2_I,v_exogen_BMP2_II,v_exogen_CanWnt_I,v_exogen_canWnt_II,time,trajectory,isattractor
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,4,1
0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,5,0
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6,0
0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,6,0
1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,2,6,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,6,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,6,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,6,1
1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,7,0
0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,7,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,7,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,7,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,7,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5,7,1
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0
1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,8,0
0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,8,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,8,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,8,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5,8,1
1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,9,0
0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,9,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,9,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,9,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,9,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,9,1
1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,10,0
0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,10,0
0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,2,10,0
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,3,10,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,10,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,5,10,1
0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,11,0
0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,11,0
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,2,11,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,3,11,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,4,11,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,5,11,1
1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,12,0
0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,12,0
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,12,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,3,12,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,12,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,5,12,1
0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,13,0
0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,13,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,13,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,13,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,13,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,13,1
1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,14,0
0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,14,0
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,2,14,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,3,14,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,4,14,1
0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,5,14,1
0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,15,0
0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,15,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,15,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,15,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,15,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,15,1
1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,16,0
1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,16,0
0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,16,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,16,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,16,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,16,1
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17,0
0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,17,0
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,17,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,3,17,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,17,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,5,17,1
1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,18,0
0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,18,0
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,2,18,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,1
1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,19,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,19,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,19,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,19,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,19,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,5,19,1
