v_Bmp2,v_Dkk1,v_Fgf8,v_Foxc1_2,v_GATAs,v_Isl1,v_Mesp1,v_Nkx2_5,v_Tbx1,v_Tbx5,v_canWnt,v_exogen_BMP2_I,v_exogen_BMP2_II,v_exogen_CanWnt_I,v_exogen_canWnt_II,time,trajectory,isattractor
0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,14,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,14,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,14,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,14,1
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1
0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,16,0
0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,16,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,16,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,16,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,16,1
0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,17,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,17,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,17,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,17,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,17,1
0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,18,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,18,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,18,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,18,1
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,4,18,1
1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,19,0
1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,19,0
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,19,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,3,19,1
1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,4,19,1
