v_Akkermansia_,v_Barnesiella,v_Blautia,v_Clindamycin_,v_Clostridium_difficile,v_Coprobacillus,v_Enterobacteriaceae,v_Enterococcus,v_Lachnospiraceae,v_Lachnospiraceae_other_,v_Mollicutes,v_Other,time,trajectory,isattractor
0,0,1,1,1,0,0,1,0,0,0,0,2,20,1
0,0,1,1,1,0,0,1,0,0,0,0,3,20,1
0,0,1,1,1,0,0,1,0,0,0,0,4,20,1
0,0,1,1,1,0,0,1,0,0,0,0,5,20,1
1,1,1,1,1,1,0,0,1,1,0,1,0,21,0
1,1,1,1,1,1,0,0,0,0,0,0,1,21,0
1,0,1,1,0,1,0,1,0,0,0,0,2,21,1
1,0,1,1,0,1,0,1,0,0,0,0,3,21,1
1,0,1,1,0,1,0,1,0,0,0,0,4,21,1
1,0,1,1,0,1,0,1,0,0,0,0,5,21,1
0,0,0,0,1,1,0,1,1,1,0,0,0,22,0
1,0,1,0,1,1,0,1,1,1,0,1,1,22,0
1,1,1,0,0,1,0,1,1,1,0,1,2,22,1
1,1,1,0,0,1,0,1,1,1,0,1,3,22,1
1,1,1,0,0,1,0,1,1,1,0,1,4,22,1
1,1,1,0,0,1,0,1,1,1,0,1,5,22,1
0,0,0,1,0,0,0,0,1,1,1,0,0,23,0
0,0,1,1,0,0,0,1,0,1,1,0,1,23,0
0,0,1,1,0,0,0,1,0,0,1,0,2,23,1
0,0,1,1,0,0,0,1,0,0,1,0,3,23,1
0,0,1,1,0,0,0,1,0,0,1,0,4,23,1
0,0,1,1,0,0,0,1,0,0,1,0,5,23,1
0,1,1,1,1,1,0,0,1,1,0,0,0,24,0
1,1,1,1,1,1,0,1,0,1,0,0,1,24,0
1,0,1,1,1,1,0,1,0,0,0,0,2,24,1
1,0,1,1,1,1,0,1,0,0,0,0,3,24,1
1,0,1,1,1,1,0,1,0,0,0,0,4,24,1
1,0,1,1,1,1,0,1,0,0,0,0,5,24,1
1,1,1,1,0,0,0,0,1,0,0,0,0,25,0
0,0,1,1,0,0,0,0,0,0,0,0,1,25,0
0,0,1,1,0,0,0,1,0,0,0,0,2,25,1
0,0,1,1,0,0,0,1,0,0,0,0,3,25,1
0,0,1,1,0,0,0,1,0,0,0,0,4,25,1
0,0,1,1,0,0,0,1,0,0,0,0,5,25,1
0,1,0,1,0,0,0,1,0,0,0,0,0,26,0
0,0,1,1,0,0,0,1,0,0,0,0,1,26,1
0,0,1,1,0,0,0,1,0,0,0,0,2,26,1
0,0,1,1,0,0,0,1,0,0,0,0,3,26,1
0,0,1,1,0,0,0,1,0,0,0,0,4,26,1
0,0,1,1,0,0,0,1,0,0,0,0,5,26,1
0,0,0,0,1,0,0,1,1,1,0,1,0,27,0
0,1,1,0,0,0,0,1,1,1,0,1,1,27,1
0,1,1,0,0,0,0,1,1,1,0,1,2,27,1
0,1,1,0,0,0,0,1,1,1,0,1,3,27,1
0,1,1,0,0,0,0,1,1,1,0,1,4,27,1
0,1,1,0,0,0,0,1,1,1,0,1,5,27,1
1,0,1,1,1,0,1,0,1,1,0,0,0,28,0
1,0,1,1,1,0,1,1,0,0,0,0,1,28,0
0,0,1,1,1,0,1,1,0,0,0,0,2,28,1
0,0,1,1,1,0,1,1,0,0,0,0,3,28,1
0,0,1,1,1,0,1,1,0,0,0,0,4,28,1
0,0,1,1,1,0,1,1,0,0,0,0,5,28,1
1,0,1,0,0,0,1,0,0,1,1,1,0,29,0
1,1,1,0,0,0,1,1,1,1,1,1,1,29,0
0,1,1,0,0,0,1,1,1,1,1,1,2,29,1
0,1,1,0,0,0,1,1,1,1,1,1,3,29,1
0,1,1,0,0,0,1,1,1,1,1,1,4,29,1
0,1,1,0,0,0,1,1,1,1,1,1,5,29,1
1,1,1,0,1,1,1,1,1,1,1,0,0,30,0
1,1,1,0,0,1,1,1,1,1,1,1,1,30,1
1,1,1,0,0,1,1,1,1,1,1,1,2,30,1
1,1,1,0,0,1,1,1,1,1,1,1,3,30,1
1,1,1,0,0,1,1,1,1,1,1,1,4,30,1
1,1,1,0,0,1,1,1,1,1,1,1,5,30,1
1,0,1,0,0,1,0,0,1,1,1,1,0,31,0
1,1,1,0,0,1,0,1,1,1,1,1,1,31,1
1,1,1,0,0,1,0,1,1,1,1,1,2,31,1
1,1,1,0,0,1,0,1,1,1,1,1,3,31,1
1,1,1,0,0,1,0,1,1,1,1,1,4,31,1
1,1,1,0,0,1,0,1,1,1,1,1,5,31,1
0,1,0,0,1,0,1,1,1,1,0,0,0,32,0
0,1,1,0,0,0,1,1,1,1,0,1,1,32,1
0,1,1,0,0,0,1,1,1,1,0,1,2,32,1
0,1,1,0,0,0,1,1,1,1,0,1,3,32,1
0,1,1,0,0,0,1,1,1,1,0,1,4,32,1
0,1,1,0,0,0,1,1,1,1,0,1,5,32,1
0,1,1,0,0,1,1,1,1,1,1,1,0,33,0
1,1,1,0,0,1,1,1,1,1,1,1,1,33,1
1,1,1,0,0,1,1,1,1,1,1,1,2,33,1
1,1,1,0,0,1,1,1,1,1,1,1,3,33,1
1,1,1,0,0,1,1,1,1,1,1,1,4,33,1
1,1,1,0,0,1,1,1,1,1,1,1,5,33,1
1,0,1,0,0,1,0,0,0,1,1,0,0,34,0
1,1,1,0,0,1,0,0,1,1,1,1,1,34,0
1,1,1,0,0,1,0,1,1,1,1,1,2,34,1
1,1,1,0,0,1,0,1,1,1,1,1,3,34,1
1,1,1,0,0,1,0,1,1,1,1,1,4,34,1
1,1,1,0,0,1,0,1,1,1,1,1,5,34,1
1,1,0,1,0,0,0,1,1,0,1,0,0,35,0
0,1,1,1,0,0,0,1,0,0,1,0,1,35,0
0,0,1,1,0,0,0,1,0,0,1,0,2,35,1
0,0,1,1,0,0,0,1,0,0,1,0,3,35,1
0,0,1,1,0,0,0,1,0,0,1,0,4,35,1
0,0,1,1,0,0,0,1,0,0,1,0,5,35,1
1,1,1,0,0,0,0,1,1,0,0,0,0,36,0
0,1,1,0,0,0,0,1,1,1,0,1,1,36,1
0,1,1,0,0,0,0,1,1,1,0,1,2,36,1
0,1,1,0,0,0,0,1,1,1,0,1,3,36,1
0,1,1,0,0,0,0,1,1,1,0,1,4,36,1
0,1,1,0,0,0,0,1,1,1,0,1,5,36,1
1,1,0,1,0,1,1,0,1,1,0,0,0,37,0
1,0,0,1,0,1,1,0,0,0,0,0,1,37,0
1,0,1,1,0,1,1,1,0,0,0,0,2,37,1
1,0,1,1,0,1,1,1,0,0,0,0,3,37,1
1,0,1,1,0,1,1,1,0,0,0,0,4,37,1
1,0,1,1,0,1,1,1,0,0,0,0,5,37,1
0,0,1,0,0,1,0,0,0,0,0,1,0,38,0
1,1,1,0,0,1,0,0,1,0,0,1,1,38,0
1,1,1,0,0,1,0,1,1,1,0,1,2,38,1
1,1,1,0,0,1,0,1,1,1,0,1,3,38,1
1,1,1,0,0,1,0,1,1,1,0,1,4,38,1
1,1,1,0,0,1,0,1,1,1,0,1,5,38,1
0,0,1,1,0,0,1,1,1,0,1,1,0,39,0
0,0,1,1,0,0,1,1,0,0,1,0,1,39,1
0,0,1,1,0,0,1,1,0,0,1,0,2,39,1
0,0,1,1,0,0,1,1,0,0,1,0,3,39,1
0,0,1,1,0,0,1,1,0,0,1,0,4,39,1
0,0,1,1,0,0,1,1,0,0,1,0,5,39,1
1,1,0,1,1,1,1,1,0,1,1,1,0,40,0
1,0,0,1,0,1,1,1,0,0,1,1,1,40,0
1,0,1,1,0,1,1,1,0,0,1,0,2,40,1
1,0,1,1,0,1,1,1,0,0,1,0,3,40,1
1,0,1,1,0,1,1,1,0,0,1,0,4,40,1
1,0,1,1,0,1,1,1,0,0,1,0,5,40,1
1,1,1,0,1,1,1,0,0,0,1,0,0,41,0
1,0,1,0,1,1,1,1,0,0,1,0,1,41,1
1,0,1,0,1,1,1,1,0,0,1,0,2,41,1
1,0,1,0,1,1,1,1,0,0,1,0,3,41,1
1,0,1,0,1,1,1,1,0,0,1,0,4,41,1
1,0,1,0,1,1,1,1,0,0,1,0,5,41,1
0,0,0,1,0,0,0,0,0,1,1,1,0,42,0
0,0,0,1,0,0,0,1,0,0,1,0,1,42,0
0,0,1,1,0,0,0,1,0,0,1,0,2,42,1
0,0,1,1,0,0,0,1,0,0,1,0,3,42,1
0,0,1,1,0,0,0,1,0,0,1,0,4,42,1
0,0,1,1,0,0,0,1,0,0,1,0,5,42,1
1,1,1,0,0,1,1,0,1,1,1,0,0,43,0
1,1,1,0,0,1,1,1,1,1,1,1,1,43,1
1,1,1,0,0,1,1,1,1,1,1,1,2,43,1
1,1,1,0,0,1,1,1,1,1,1,1,3,43,1
1,1,1,0,0,1,1,1,1,1,1,1,4,43,1
1,1,1,0,0,1,1,1,1,1,1,1,5,43,1
0,0,1,0,1,0,1,0,1,0,1,0,0,44,0
0,0,1,0,1,0,1,1,1,1,1,1,1,44,0
0,1,1,0,0,0,1,1,1,1,1,1,2,44,1
0,1,1,0,0,0,1,1,1,1,1,1,3,44,1
0,1,1,0,0,0,1,1,1,1,1,1,4,44,1
0,1,1,0,0,0,1,1,1,1,1,1,5,44,1
0,0,1,1,0,1,1,1,0,1,0,0,0,45,0
1,0,1,1,0,1,1,1,0,0,0,0,1,45,1
1,0,1,1,0,1,1,1,0,0,0,0,2,45,1
1,0,1,1,0,1,1,1,0,0,0,0,3,45,1
1,0,1,1,0,1,1,1,0,0,0,0,4,45,1
1,0,1,1,0,1,1,1,0,0,0,0,5,45,1
1,1,1,1,0,1,0,1,1,1,1,0,0,46,0
1,0,1,1,0,1,0,1,0,0,1,0,1,46,1
1,0,1,1,0,1,0,1,0,0,1,0,2,46,1
1,0,1,1,0,1,0,1,0,0,1,0,3,46,1
1,0,1,1,0,1,0,1,0,0,1,0,4,46,1
1,0,1,1,0,1,0,1,0,0,1,0,5,46,1
0,1,1,0,0,1,0,1,0,0,0,0,0,47,0
1,0,1,0,0,1,0,1,0,0,0,0,1,47,1
1,0,1,0,0,1,0,1,0,0,0,0,2,47,1
1,0,1,0,0,1,0,1,0,0,0,0,3,47,1
1,0,1,0,0,1,0,1,0,0,0,0,4,47,1
1,0,1,0,0,1,0,1,0,0,0,0,5,47,1
1,1,0,1,0,0,1,1,1,0,0,1,0,48,0
1,1,1,1,0,0,1,1,0,0,0,0,1,48,0
0,0,1,1,0,0,1,1,0,0,0,0,2,48,1
0,0,1,1,0,0,1,1,0,0,0,0,3,48,1
0,0,1,1,0,0,1,1,0,0,0,0,4,48,1
0,0,1,1,0,0,1,1,0,0,0,0,5,48,1
0,0,0,0,0,1,0,0,1,0,1,0,0,49,0
0,1,1,0,0,1,0,1,1,0,1,0,1,49,0
1,1,1,0,0,1,0,1,1,1,1,1,2,49,1
1,1,1,0,0,1,0,1,1,1,1,1,3,49,1
1,1,1,0,0,1,0,1,1,1,1,1,4,49,1
1,1,1,0,0,1,0,1,1,1,1,1,5,49,1
1,0,1,1,1,1,1,1,0,0,0,1,0,50,0
1,0,1,1,1,1,1,1,0,0,0,0,1,50,1
1,0,1,1,1,1,1,1,0,0,0,0,2,50,1
1,0,1,1,1,1,1,1,0,0,0,0,3,50,1
1,0,1,1,1,1,1,1,0,0,0,0,4,50,1
1,0,1,1,1,1,1,1,0,0,0,0,5,50,1
1,0,1,0,1,1,0,1,0,1,0,0,0,51,0
1,1,1,0,1,1,0,1,1,1,0,1,1,51,0
1,1,1,0,0,1,0,1,1,1,0,1,2,51,1
1,1,1,0,0,1,0,1,1,1,0,1,3,51,1
1,1,1,0,0,1,0,1,1,1,0,1,4,51,1
1,1,1,0,0,1,0,1,1,1,0,1,5,51,1
0,0,1,0,1,0,1,0,0,0,1,1,0,52,0
0,1,1,0,0,0,1,0,1,0,1,1,1,52,0
0,1,1,0,0,0,1,1,1,1,1,1,2,52,1
0,1,1,0,0,0,1,1,1,1,1,1,3,52,1
0,1,1,0,0,0,1,1,1,1,1,1,4,52,1
0,1,1,0,0,0,1,1,1,1,1,1,5,52,1
0,0,1,1,0,1,1,1,0,1,0,1,0,53,0
1,0,1,1,0,1,1,1,0,0,0,0,1,53,1
1,0,1,1,0,1,1,1,0,0,0,0,2,53,1
1,0,1,1,0,1,1,1,0,0,0,0,3,53,1
1,0,1,1,0,1,1,1,0,0,0,0,4,53,1
1,0,1,1,0,1,1,1,0,0,0,0,5,53,1
1,0,0,0,0,1,1,1,1,1,0,0,0,54,0
1,1,1,0,0,1,1,1,1,1,0,1,1,54,1
1,1,1,0,0,1,1,1,1,1,0,1,2,54,1
1,1,1,0,0,1,1,1,1,1,0,1,3,54,1
1,1,1,0,0,1,1,1,1,1,0,1,4,54,1
1,1,1,0,0,1,1,1,1,1,0,1,5,54,1
1,1,0,1,0,1,0,1,1,0,0,1,0,55,0
1,1,1,1,0,1,0,0,0,0,0,1,1,55,0
1,0,1,1,0,1,0,1,0,0,0,0,2,55,1
1,0,1,1,0,1,0,1,0,0,0,0,3,55,1
1,0,1,1,0,1,0,1,0,0,0,0,4,55,1
1,0,1,1,0,1,0,1,0,0,0,0,5,55,1
1,1,0,0,0,1,0,0,0,0,1,1,0,56,0
1,1,1,0,0,1,0,0,1,1,1,1,1,56,0
1,1,1,0,0,1,0,1,1,1,1,1,2,56,1
1,1,1,0,0,1,0,1,1,1,1,1,3,56,1
1,1,1,0,0,1,0,1,1,1,1,1,4,56,1
1,1,1,0,0,1,0,1,1,1,1,1,5,56,1
0,0,0,1,1,0,1,1,1,0,1,1,0,57,0
0,0,1,1,1,0,1,1,0,0,1,0,1,57,1
0,0,1,1,1,0,1,1,0,0,1,0,2,57,1
0,0,1,1,1,0,1,1,0,0,1,0,3,57,1
0,0,1,1,1,0,1,1,0,0,1,0,4,57,1
0,0,1,1,1,0,1,1,0,0,1,0,5,57,1
1,0,0,0,0,0,1,0,1,1,1,0,0,58,0
0,1,0,0,0,0,1,0,1,1,1,1,1,58,0
0,1,1,0,0,0,1,1,1,1,1,1,2,58,1
0,1,1,0,0,0,1,1,1,1,1,1,3,58,1
0,1,1,0,0,0,1,1,1,1,1,1,4,58,1
0,1,1,0,0,0,1,1,1,1,1,1,5,58,1
0,0,1,0,0,0,1,0,0,1,0,1,0,59,0
0,1,1,0,0,0,1,1,1,1,0,1,1,59,1
0,1,1,0,0,0,1,1,1,1,0,1,2,59,1
0,1,1,0,0,0,1,1,1,1,0,1,3,59,1
0,1,1,0,0,0,1,1,1,1,0,1,4,59,1
0,1,1,0,0,0,1,1,1,1,0,1,5,59,1
0,0,1,0,1,0,1,1,1,1,0,1,0,60,0
0,1,1,0,0,0,1,1,1,1,0,1,1,60,1
0,1,1,0,0,0,1,1,1,1,0,1,2,60,1
0,1,1,0,0,0,1,1,1,1,0,1,3,60,1
0,1,1,0,0,0,1,1,1,1,0,1,4,60,1
0,1,1,0,0,0,1,1,1,1,0,1,5,60,1
1,0,1,0,1,0,1,0,1,1,0,0,0,61,0
0,1,1,0,1,0,1,1,1,1,0,0,1,61,0
0,1,1,0,0,0,1,1,1,1,0,1,2,61,1
0,1,1,0,0,0,1,1,1,1,0,1,3,61,1
0,1,1,0,0,0,1,1,1,1,0,1,4,61,1
0,1,1,0,0,0,1,1,1,1,0,1,5,61,1
1,0,0,1,1,0,0,1,0,0,1,1,0,62,0
0,0,1,1,1,0,0,1,0,0,1,0,1,62,1
0,0,1,1,1,0,0,1,0,0,1,0,2,62,1
0,0,1,1,1,0,0,1,0,0,1,0,3,62,1
0,0,1,1,1,0,0,1,0,0,1,0,4,62,1
0,0,1,1,1,0,0,1,0,0,1,0,5,62,1
1,1,0,1,1,1,0,0,0,1,1,1,0,63,0
1,1,1,1,0,1,0,0,0,0,1,1,1,63,0
1,0,1,1,0,1,0,1,0,0,1,0,2,63,1
1,0,1,1,0,1,0,1,0,0,1,0,3,63,1
1,0,1,1,0,1,0,1,0,0,1,0,4,63,1
1,0,1,1,0,1,0,1,0,0,1,0,5,63,1
1,0,1,1,1,1,1,1,0,1,1,0,0,64,0
1,0,1,1,1,1,1,1,0,0,1,0,1,64,1
1,0,1,1,1,1,1,1,0,0,1,0,2,64,1
1,0,1,1,1,1,1,1,0,0,1,0,3,64,1
1,0,1,1,1,1,1,1,0,0,1,0,4,64,1
1,0,1,1,1,1,1,1,0,0,1,0,5,64,1
0,1,1,1,0,1,0,1,1,0,0,0,0,65,0
1,0,1,1,0,1,0,1,0,0,0,0,1,65,1
1,0,1,1,0,1,0,1,0,0,0,0,2,65,1
1,0,1,1,0,1,0,1,0,0,0,0,3,65,1
1,0,1,1,0,1,0,1,0,0,0,0,4,65,1
1,0,1,1,0,1,0,1,0,0,0,0,5,65,1
0,1,1,0,1,1,1,1,1,1,0,1,0,66,0
1,1,1,0,0,1,1,1,1,1,0,1,1,66,1
1,1,1,0,0,1,1,1,1,1,0,1,2,66,1
1,1,1,0,0,1,1,1,1,1,0,1,3,66,1
1,1,1,0,0,1,1,1,1,1,0,1,4,66,1
1,1,1,0,0,1,1,1,1,1,0,1,5,66,1
0,0,0,0,0,0,0,0,0,1,1,1,0,67,0
0,1,1,0,0,0,0,1,0,1,1,1,1,67,0
0,1,1,0,0,0,0,1,1,1,1,1,2,67,1
0,1,1,0,0,0,0,1,1,1,1,1,3,67,1
0,1,1,0,0,0,0,1,1,1,1,1,4,67,1
0,1,1,0,0,0,0,1,1,1,1,1,5,67,1
0,1,0,0,1,1,0,1,0,0,1,0,0,68,0
1,0,1,0,1,1,0,1,0,0,1,0,1,68,1
1,0,1,0,1,1,0,1,0,0,1,0,2,68,1
1,0,1,0,1,1,0,1,0,0,1,0,3,68,1
1,0,1,0,1,1,0,1,0,0,1,0,4,68,1
1,0,1,0,1,1,0,1,0,0,1,0,5,68,1
1,1,0,0,1,1,1,0,1,0,0,0,0,69,0
1,1,1,0,1,1,1,1,1,1,0,0,1,69,0
1,1,1,0,0,1,1,1,1,1,0,1,2,69,1
1,1,1,0,0,1,1,1,1,1,0,1,3,69,1
1,1,1,0,0,1,1,1,1,1,0,1,4,69,1
1,1,1,0,0,1,1,1,1,1,0,1,5,69,1
