v_Akkermansia_,v_Barnesiella,v_Blautia,v_Clindamycin_,v_Clostridium_difficile,v_Coprobacillus,v_Enterobacteriaceae,v_Enterococcus,v_Lachnospiraceae,v_Lachnospiraceae_other_,v_Mollicutes,v_Other,time,trajectory,isattractor
1,1,1,0,0,1,0,1,1,1,1,1,4,6,1
1,1,1,0,0,1,0,1,1,1,1,1,5,6,1
0,0,1,0,0,1,1,0,0,1,1,0,0,7,0
1,0,1,0,0,1,1,0,0,1,1,0,1,7,0
1,0,1,0,0,1,1,1,0,1,1,0,2,7,0
1,0,1,0,0,1,1,1,0,1,1,1,3,7,0
1,1,1,0,0,1,1,1,0,1,1,1,4,7,0
1,1,1,0,0,1,1,1,1,1,1,1,5,7,1
1,0,0,0,1,0,1,1,0,0,1,1,0,8,0
1,0,1,0,1,0,1,1,0,0,1,1,1,8,0
1,0,1,0,1,0,1,1,0,1,1,1,2,8,0
1,0,1,0,1,0,1,1,1,1,1,1,3,8,0
1,1,1,0,1,0,1,1,1,1,1,1,4,8,0
0,1,1,0,1,0,1,1,1,1,1,1,5,8,0
0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
0,0,0,1,0,0,0,1,0,0,0,0,1,9,0
0,0,1,1,0,0,0,1,0,0,0,0,2,9,1
0,0,1,1,0,0,0,1,0,0,0,0,3,9,1
0,0,1,1,0,0,0,1,0,0,0,0,4,9,1
0,0,1,1,0,0,0,1,0,0,0,0,5,9,1
1,0,0,1,0,1,1,0,0,0,1,1,0,10,0
1,0,0,1,0,1,1,1,0,0,1,1,1,10,0
1,0,0,1,0,1,1,1,0,0,1,0,2,10,0
1,0,1,1,0,1,1,1,0,0,1,0,3,10,1
1,0,1,1,0,1,1,1,0,0,1,0,4,10,1
1,0,1,1,0,1,1,1,0,0,1,0,5,10,1
0,1,1,0,0,0,0,1,0,1,0,1,0,11,0
0,1,1,0,0,0,0,1,1,1,0,1,1,11,1
0,1,1,0,0,0,0,1,1,1,0,1,2,11,1
0,1,1,0,0,0,0,1,1,1,0,1,3,11,1
0,1,1,0,0,0,0,1,1,1,0,1,4,11,1
0,1,1,0,0,0,0,1,1,1,0,1,5,11,1
0,0,0,0,0,1,1,1,0,1,0,0,0,12,0
0,0,0,0,0,1,1,1,1,1,0,0,1,12,0
1,0,0,0,0,1,1,1,1,1,0,0,2,12,0
1,0,1,0,0,1,1,1,1,1,0,0,3,12,0
1,0,1,0,0,1,1,1,1,1,0,1,4,12,0
1,1,1,0,0,1,1,1,1,1,0,1,5,12,1
1,1,1,0,0,1,0,0,0,1,0,0,0,13,0
1,1,1,0,0,1,0,0,0,1,0,1,1,13,0
1,1,1,0,0,1,0,0,1,1,0,1,2,13,0
1,1,1,0,0,1,0,1,1,1,0,1,3,13,1
1,1,1,0,0,1,0,1,1,1,0,1,4,13,1
1,1,1,0,0,1,0,1,1,1,0,1,5,13,1
0,0,0,0,1,0,0,0,0,1,1,1,0,14,0
0,1,0,0,1,0,0,0,0,1,1,1,1,14,0
0,1,0,0,1,0,0,0,1,1,1,1,2,14,0
0,1,0,0,1,0,0,1,1,1,1,1,3,14,0
0,1,1,0,1,0,0,1,1,1,1,1,4,14,0
0,1,1,0,0,0,0,1,1,1,1,1,5,14,1
1,0,1,1,1,0,0,1,0,0,0,1,0,15,0
0,0,1,1,1,0,0,1,0,0,0,1,1,15,0
0,0,1,1,1,0,0,1,0,0,0,0,2,15,1
0,0,1,1,1,0,0,1,0,0,0,0,3,15,1
0,0,1,1,1,0,0,1,0,0,0,0,4,15,1
0,0,1,1,1,0,0,1,0,0,0,0,5,15,1
1,0,1,1,0,1,0,0,1,0,0,0,0,16,0
1,0,1,1,0,1,0,0,0,0,0,0,1,16,0
1,0,1,1,0,1,0,1,0,0,0,0,2,16,1
1,0,1,1,0,1,0,1,0,0,0,0,3,16,1
1,0,1,1,0,1,0,1,0,0,0,0,4,16,1
1,0,1,1,0,1,0,1,0,0,0,0,5,16,1
1,1,1,0,0,1,1,0,0,1,0,1,0,17,0
1,1,1,0,0,1,1,1,0,1,0,1,1,17,0
1,1,1,0,0,1,1,1,1,1,0,1,2,17,1
1,1,1,0,0,1,1,1,1,1,0,1,3,17,1
1,1,1,0,0,1,1,1,1,1,0,1,4,17,1
1,1,1,0,0,1,1,1,1,1,0,1,5,17,1
0,0,0,1,0,1,0,0,1,1,0,1,0,18,0
0,0,1,1,0,1,0,0,1,1,0,1,1,18,0
0,0,1,1,0,1,0,1,1,1,0,1,2,18,0
1,0,1,1,0,1,0,1,1,1,0,1,3,18,0
1,0,1,1,0,1,0,1,1,0,0,1,4,18,0
1,0,1,1,0,1,0,1,1,0,0,0,5,18,0
0,0,0,0,1,0,0,1,1,0,1,0,0,19,0
0,1,0,0,1,0,0,1,1,0,1,0,1,19,0
0,1,0,0,1,0,0,1,1,0,1,1,2,19,0
0,1,1,0,1,0,0,1,1,0,1,1,3,19,0
0,1,1,0,1,0,0,1,1,1,1,1,4,19,0
0,1,1,0,0,0,0,1,1,1,1,1,5,19,1
0,1,1,1,0,0,0,0,1,1,1,0,0,20,0
0,1,1,1,0,0,0,0,0,1,1,0,1,20,0
0,1,1,1,0,0,0,1,0,1,1,0,2,20,0
0,1,1,1,0,0,0,1,0,0,1,0,3,20,0
0,0,1,1,0,0,0,1,0,0,1,0,4,20,1
0,0,1,1,0,0,0,1,0,0,1,0,5,20,1
0,1,0,1,0,0,1,1,1,1,0,1,0,21,0
0,1,0,1,0,0,1,1,1,1,0,0,1,21,0
0,1,1,1,0,0,1,1,1,1,0,0,2,21,0
0,1,1,1,0,0,1,1,0,1,0,0,3,21,0
0,0,1,1,0,0,1,1,0,1,0,0,4,21,0
0,0,1,1,0,0,1,1,0,0,0,0,5,21,1
0,0,1,1,0,1,1,0,1,1,1,1,0,22,0
0,0,1,1,0,1,1,0,1,0,1,1,1,22,0
0,0,1,1,0,1,1,0,0,0,1,1,2,22,0
0,0,1,1,0,1,1,0,0,0,1,0,3,22,0
1,0,1,1,0,1,1,0,0,0,1,0,4,22,0
1,0,1,1,0,1,1,1,0,0,1,0,5,22,1
1,1,0,1,1,0,1,1,0,1,1,1,0,23,0
1,1,0,1,0,0,1,1,0,1,1,1,1,23,0
1,1,0,1,0,0,1,1,0,0,1,1,2,23,0
1,0,0,1,0,0,1,1,0,0,1,1,3,23,0
1,0,0,1,0,0,1,1,0,0,1,0,4,23,0
1,0,1,1,0,0,1,1,0,0,1,0,5,23,0
0,0,1,1,0,0,1,0,0,0,0,0,0,24,0
0,0,1,1,0,0,1,1,0,0,0,0,1,24,1
0,0,1,1,0,0,1,1,0,0,0,0,2,24,1
0,0,1,1,0,0,1,1,0,0,0,0,3,24,1
0,0,1,1,0,0,1,1,0,0,0,0,4,24,1
0,0,1,1,0,0,1,1,0,0,0,0,5,24,1
0,1,1,1,0,0,0,0,1,0,0,1,0,25,0
0,0,1,1,0,0,0,0,1,0,0,1,1,25,0
0,0,1,1,0,0,0,0,1,0,0,0,2,25,0
0,0,1,1,0,0,0,1,1,0,0,0,3,25,0
0,0,1,1,0,0,0,1,0,0,0,0,4,25,1
0,0,1,1,0,0,0,1,0,0,0,0,5,25,1
0,1,1,1,1,1,0,1,1,1,0,1,0,26,0
0,1,1,1,1,1,0,1,1,0,0,1,1,26,0
0,1,1,1,1,1,0,1,0,0,0,1,2,26,0
0,0,1,1,1,1,0,1,0,0,0,1,3,26,0
0,0,1,1,1,1,0,1,0,0,0,0,4,26,0
1,0,1,1,1,1,0,1,0,0,0,0,5,26,1
0,1,0,1,1,1,0,0,0,0,1,0,0,27,0
0,0,0,1,1,1,0,0,0,0,1,0,1,27,0
1,0,0,1,1,1,0,0,0,0,1,0,2,27,0
1,0,0,1,1,1,0,1,0,0,1,0,3,27,0
1,0,1,1,1,1,0,1,0,0,1,0,4,27,1
1,0,1,1,1,1,0,1,0,0,1,0,5,27,1
1,1,0,0,1,1,0,1,1,0,1,1,0,28,0
1,1,0,0,0,1,0,1,1,0,1,1,1,28,0
1,1,0,0,0,1,0,1,1,1,1,1,2,28,0
1,1,1,0,0,1,0,1,1,1,1,1,3,28,1
1,1,1,0,0,1,0,1,1,1,1,1,4,28,1
1,1,1,0,0,1,0,1,1,1,1,1,5,28,1
1,1,1,0,1,1,1,0,1,0,0,1,0,29,0
1,1,1,0,1,1,1,0,1,1,0,1,1,29,0
1,1,1,0,0,1,1,0,1,1,0,1,2,29,0
1,1,1,0,0,1,1,1,1,1,0,1,3,29,1
1,1,1,0,0,1,1,1,1,1,0,1,4,29,1
1,1,1,0,0,1,1,1,1,1,0,1,5,29,1
1,0,0,1,1,1,0,1,1,1,1,1,0,30,0
1,0,0,1,1,1,0,1,1,1,1,0,1,30,0
1,0,0,1,1,1,0,1,0,1,1,0,2,30,0
1,0,1,1,1,1,0,1,0,1,1,0,3,30,0
1,0,1,1,1,1,0,1,0,0,1,0,4,30,1
1,0,1,1,1,1,0,1,0,0,1,0,5,30,1
0,1,0,0,0,0,0,0,0,0,0,0,0,31,0
0,1,0,0,0,0,0,1,0,0,0,0,1,31,0
0,0,0,0,0,0,0,1,0,0,0,0,2,31,0
0,0,1,0,0,0,0,1,0,0,0,0,3,31,1
0,0,1,0,0,0,0,1,0,0,0,0,4,31,1
0,0,1,0,0,0,0,1,0,0,0,0,5,31,1
1,0,0,0,1,0,0,1,1,1,0,0,0,32,0
1,1,0,0,1,0,0,1,1,1,0,0,1,32,0
0,1,0,0,1,0,0,1,1,1,0,0,2,32,0
0,1,0,0,1,0,0,1,1,1,0,1,3,32,0
0,1,0,0,0,0,0,1,1,1,0,1,4,32,0
0,1,1,0,0,0,0,1,1,1,0,1,5,32,1
0,1,1,1,0,1,0,1,1,0,1,1,0,33,0
0,1,1,1,0,1,0,1,1,0,1,0,1,33,0
0,1,1,1,0,1,0,1,0,0,1,0,2,33,0
1,1,1,1,0,1,0,1,0,0,1,0,3,33,0
1,0,1,1,0,1,0,1,0,0,1,0,4,33,1
1,0,1,1,0,1,0,1,0,0,1,0,5,33,1
1,1,1,1,1,1,0,0,1,1,0,1,0,34,0
1,1,1,1,1,1,0,0,1,0,0,1,1,34,0
1,1,1,1,1,1,0,0,1,0,0,0,2,34,0
1,1,1,1,1,1,0,0,0,0,0,0,3,34,0
1,1,1,1,0,1,0,0,0,0,0,0,4,34,0
1,0,1,1,0,1,0,0,0,0,0,0,5,34,0
1,1,0,1,0,1,1,1,1,1,0,0,0,35,0
1,0,0,1,0,1,1,1,1,1,0,0,1,35,0
1,0,1,1,0,1,1,1,1,1,0,0,2,35,0
1,0,1,1,0,1,1,1,1,0,0,0,3,35,0
1,0,1,1,0,1,1,1,0,0,0,0,4,35,1
1,0,1,1,0,1,1,1,0,0,0,0,5,35,1
1,1,1,0,0,1,0,1,0,1,1,1,0,36,0
1,1,1,0,0,1,0,1,1,1,1,1,1,36,1
1,1,1,0,0,1,0,1,1,1,1,1,2,36,1
1,1,1,0,0,1,0,1,1,1,1,1,3,36,1
1,1,1,0,0,1,0,1,1,1,1,1,4,36,1
1,1,1,0,0,1,0,1,1,1,1,1,5,36,1
1,1,1,0,0,0,1,0,0,0,0,1,0,37,0
1,1,1,0,0,0,1,0,1,0,0,1,1,37,0
1,1,1,0,0,0,1,0,1,1,0,1,2,37,0
1,1,1,0,0,0,1,1,1,1,0,1,3,37,0
0,1,1,0,0,0,1,1,1,1,0,1,4,37,1
0,1,1,0,0,0,1,1,1,1,0,1,5,37,1
1,0,1,0,1,0,0,1,0,0,1,0,0,38,0
0,0,1,0,1,0,0,1,0,0,1,0,1,38,1
0,0,1,0,1,0,0,1,0,0,1,0,2,38,1
0,0,1,0,1,0,0,1,0,0,1,0,3,38,1
0,0,1,0,1,0,0,1,0,0,1,0,4,38,1
0,0,1,0,1,0,0,1,0,0,1,0,5,38,1
1,1,1,0,0,1,1,0,0,1,1,0,0,39,0
1,1,1,0,0,1,1,0,0,1,1,1,1,39,0
1,1,1,0,0,1,1,1,0,1,1,1,2,39,0
1,1,1,0,0,1,1,1,1,1,1,1,3,39,1
1,1,1,0,0,1,1,1,1,1,1,1,4,39,1
1,1,1,0,0,1,1,1,1,1,1,1,5,39,1
0,0,0,1,0,1,1,1,1,1,1,0,0,40,0
1,0,0,1,0,1,1,1,1,1,1,0,1,40,0
1,0,1,1,0,1,1,1,1,1,1,0,2,40,0
1,0,1,1,0,1,1,1,0,1,1,0,3,40,0
1,0,1,1,0,1,1,1,0,0,1,0,4,40,1
1,0,1,1,0,1,1,1,0,0,1,0,5,40,1
0,0,0,0,0,0,1,1,1,1,0,0,0,41,0
0,0,1,0,0,0,1,1,1,1,0,0,1,41,0
0,0,1,0,0,0,1,1,1,1,0,1,2,41,0
0,1,1,0,0,0,1,1,1,1,0,1,3,41,1
0,1,1,0,0,0,1,1,1,1,0,1,4,41,1
0,1,1,0,0,0,1,1,1,1,0,1,5,41,1
1,0,1,0,0,0,1,0,0,0,0,1,0,42,0
1,0,1,0,0,0,1,0,0,1,0,1,1,42,0
1,0,1,0,0,0,1,1,0,1,0,1,2,42,0
1,1,1,0,0,0,1,1,0,1,0,1,3,42,0
0,1,1,0,0,0,1,1,0,1,0,1,4,42,0
0,1,1,0,0,0,1,1,1,1,0,1,5,42,1
1,1,1,1,1,0,0,1,1,1,0,0,0,43,0
1,0,1,1,1,0,0,1,1,1,0,0,1,43,0
1,0,1,1,1,0,0,1,1,0,0,0,2,43,0
0,0,1,1,1,0,0,1,1,0,0,0,3,43,0
0,0,1,1,1,0,0,1,0,0,0,0,4,43,1
0,0,1,1,1,0,0,1,0,0,0,0,5,43,1
0,1,1,1,0,1,1,0,1,1,1,1,0,44,0
0,1,1,1,0,1,1,1,1,1,1,1,1,44,0
1,1,1,1,0,1,1,1,1,1,1,1,2,44,0
1,1,1,1,0,1,1,1,0,1,1,1,3,44,0
1,1,1,1,0,1,1,1,0,0,1,1,4,44,0
1,1,1,1,0,1,1,1,0,0,1,0,5,44,0
1,1,1,0,1,0,1,1,1,0,1,0,0,45,0
1,1,1,0,1,0,1,1,1,0,1,1,1,45,0
1,1,1,0,0,0,1,1,1,0,1,1,2,45,0
0,1,1,0,0,0,1,1,1,0,1,1,3,45,0
0,1,1,0,0,0,1,1,1,1,1,1,4,45,1
0,1,1,0,0,0,1,1,1,1,1,1,5,45,1
1,1,0,0,1,0,1,1,1,0,0,0,0,46,0
1,1,1,0,1,0,1,1,1,0,0,0,1,46,0
1,1,1,0,1,0,1,1,1,1,0,0,2,46,0
1,1,1,0,1,0,1,1,1,1,0,1,3,46,0
0,1,1,0,1,0,1,1,1,1,0,1,4,46,0
0,1,1,0,0,0,1,1,1,1,0,1,5,46,1
0,0,0,1,0,0,1,1,1,1,1,1,0,47,0
0,0,0,1,0,0,1,1,0,1,1,1,1,47,0
0,0,0,1,0,0,1,1,0,0,1,1,2,47,0
0,0,1,1,0,0,1,1,0,0,1,1,3,47,0
0,0,1,1,0,0,1,1,0,0,1,0,4,47,1
0,0,1,1,0,0,1,1,0,0,1,0,5,47,1
0,0,1,1,1,1,0,1,1,1,0,1,0,48,0
0,0,1,1,1,1,0,1,1,1,0,0,1,48,0
0,0,1,1,1,1,0,1,0,1,0,0,2,48,0
0,0,1,1,1,1,0,1,0,0,0,0,3,48,0
1,0,1,1,1,1,0,1,0,0,0,0,4,48,1
1,0,1,1,1,1,0,1,0,0,0,0,5,48,1
1,0,0,1,0,1,0,1,1,1,1,0,0,49,0
1,0,0,1,0,1,0,1,0,1,1,0,1,49,0
1,0,1,1,0,1,0,1,0,1,1,0,2,49,0
1,0,1,1,0,1,0,1,0,0,1,0,3,49,1
1,0,1,1,0,1,0,1,0,0,1,0,4,49,1
1,0,1,1,0,1,0,1,0,0,1,0,5,49,1
1,0,1,0,0,1,0,0,1,1,1,1,0,50,0
1,1,1,0,0,1,0,0,1,1,1,1,1,50,0
1,1,1,0,0,1,0,1,1,1,1,1,2,50,1
1,1,1,0,0,1,0,1,1,1,1,1,3,50,1
1,1,1,0,0,1,0,1,1,1,1,1,4,50,1
1,1,1,0,0,1,0,1,1,1,1,1,5,50,1
0,0,0,1,0,0,1,0,0,1,0,1,0,51,0
0,0,0,1,0,0,1,1,0,1,0,1,1,51,0
0,0,1,1,0,0,1,1,0,1,0,1,2,51,0
0,0,1,1,0,0,1,1,0,1,0,0,3,51,0
0,0,1,1,0,0,1,1,0,0,0,0,4,51,1
0,0,1,1,0,0,1,1,0,0,0,0,5,51,1
1,1,1,0,0,1,0,0,0,0,1,0,0,52,0
1,1,1,0,0,1,0,1,0,0,1,0,1,52,0
1,0,1,0,0,1,0,1,0,0,1,0,2,52,1
1,0,1,0,0,1,0,1,0,0,1,0,3,52,1
1,0,1,0,0,1,0,1,0,0,1,0,4,52,1
1,0,1,0,0,1,0,1,0,0,1,0,5,52,1
1,1,0,1,1,0,0,1,1,1,1,1,0,53,0
1,1,0,1,0,0,0,1,1,1,1,1,1,53,0
1,1,1,1,0,0,0,1,1,1,1,1,2,53,0
1,0,1,1,0,0,0,1,1,1,1,1,3,53,0
1,0,1,1,0,0,0,1,1,1,1,0,4,53,0
1,0,1,1,0,0,0,1,0,1,1,0,5,53,0
0,0,1,1,1,1,0,1,1,0,0,1,0,54,0
0,0,1,1,1,1,0,1,0,0,0,1,1,54,0
1,0,1,1,1,1,0,1,0,0,0,1,2,54,0
1,0,1,1,1,1,0,1,0,0,0,0,3,54,1
1,0,1,1,1,1,0,1,0,0,0,0,4,54,1
1,0,1,1,1,1,0,1,0,0,0,0,5,54,1
1,0,0,0,1,1,0,1,0,0,1,1,0,55,0
1,0,0,0,1,1,0,1,0,1,1,1,1,55,0
1,1,0,0,1,1,0,1,0,1,1,1,2,55,0
1,1,1,0,1,1,0,1,0,1,1,1,3,55,0
1,1,1,0,0,1,0,1,0,1,1,1,4,55,0
1,1,1,0,0,1,0,1,1,1,1,1,5,55,1
1,0,1,1,1,1,0,1,0,0,0,1,0,56,0
1,0,1,1,1,1,0,1,0,0,0,0,1,56,1
1,0,1,1,1,1,0,1,0,0,0,0,2,56,1
1,0,1,1,1,1,0,1,0,0,0,0,3,56,1
1,0,1,1,1,1,0,1,0,0,0,0,4,56,1
1,0,1,1,1,1,0,1,0,0,0,0,5,56,1
0,1,1,1,1,1,0,0,1,0,1,0,0,57,0
1,1,1,1,1,1,0,0,1,0,1,0,1,57,0
1,1,1,1,1,1,0,0,0,0,1,0,2,57,0
1,1,1,1,1,1,0,1,0,0,1,0,3,57,0
1,1,1,1,0,1,0,1,0,0,1,0,4,57,0
1,0,1,1,0,1,0,1,0,0,1,0,5,57,1
0,0,0,0,1,1,0,0,0,0,1,1,0,58,0
0,0,1,0,1,1,0,0,0,0,1,1,1,58,0
0,0,1,0,1,1,0,0,0,1,1,1,2,58,0
0,0,1,0,1,1,0,0,1,1,1,1,3,58,0
0,0,1,0,1,1,0,1,1,1,1,1,4,58,0
1,0,1,0,1,1,0,1,1,1,1,1,5,58,0
1,0,1,1,1,0,1,0,1,1,0,1,0,59,0
0,0,1,1,1,0,1,0,1,1,0,1,1,59,0
0,0,1,1,1,0,1,0,1,0,0,1,2,59,0
0,0,1,1,1,0,1,0,1,0,0,0,3,59,0
0,0,1,1,1,0,1,0,0,0,0,0,4,59,0
0,0,1,1,1,0,1,1,0,0,0,0,5,59,1
1,1,0,0,1,0,0,0,0,1,0,0,0,60,0
1,1,0,0,1,0,0,0,0,1,0,1,1,60,0
1,1,0,0,0,0,0,0,0,1,0,1,2,60,0
0,1,0,0,0,0,0,0,0,1,0,1,3,60,0
0,1,0,0,0,0,0,1,0,1,0,1,4,60,0
0,1,1,0,0,0,0,1,0,1,0,1,5,60,0
0,1,0,0,1,0,0,1,0,0,0,0,0,61,0
0,0,0,0,1,0,0,1,0,0,0,0,1,61,0
0,0,1,0,1,0,0,1,0,0,0,0,2,61,1
0,0,1,0,1,0,0,1,0,0,0,0,3,61,1
0,0,1,0,1,0,0,1,0,0,0,0,4,61,1
0,0,1,0,1,0,0,1,0,0,0,0,5,61,1
0,1,0,0,1,0,0,1,1,1,0,1,0,62,0
0,1,1,0,1,0,0,1,1,1,0,1,1,62,0
0,1,1,0,0,0,0,1,1,1,0,1,2,62,1
0,1,1,0,0,0,0,1,1,1,0,1,3,62,1
0,1,1,0,0,0,0,1,1,1,0,1,4,62,1
0,1,1,0,0,0,0,1,1,1,0,1,5,62,1
0,1,1,1,0,1,1,0,0,1,0,0,0,63,0
0,0,1,1,0,1,1,0,0,1,0,0,1,63,0
0,0,1,1,0,1,1,1,0,1,0,0,2,63,0
0,0,1,1,0,1,1,1,0,0,0,0,3,63,0
1,0,1,1,0,1,1,1,0,0,0,0,4,63,1
1,0,1,1,0,1,1,1,0,0,0,0,5,63,1
1,1,0,0,0,1,1,0,1,1,1,1,0,64,0
1,1,0,0,0,1,1,1,1,1,1,1,1,64,0
1,1,1,0,0,1,1,1,1,1,1,1,2,64,1
1,1,1,0,0,1,1,1,1,1,1,1,3,64,1
1,1,1,0,0,1,1,1,1,1,1,1,4,64,1
1,1,1,0,0,1,1,1,1,1,1,1,5,64,1
1,1,0,1,0,0,0,0,1,0,1,0,0,65,0
0,1,0,1,0,0,0,0,1,0,1,0,1,65,0
0,1,0,1,0,0,0,0,0,0,1,0,2,65,0
0,1,0,1,0,0,0,1,0,0,1,0,3,65,0
0,0,0,1,0,0,0,1,0,0,1,0,4,65,0
0,0,1,1,0,0,0,1,0,0,1,0,5,65,1
1,1,0,1,1,1,0,0,0,1,0,0,0,66,0
1,1,0,1,0,1,0,0,0,1,0,0,1,66,0
1,1,0,1,0,1,0,0,0,0,0,0,2,66,0
1,1,1,1,0,1,0,0,0,0,0,0,3,66,0
1,0,1,1,0,1,0,0,0,0,0,0,4,66,0
1,0,1,1,0,1,0,1,0,0,0,0,5,66,1
0,1,0,1,0,0,1,1,1,1,0,0,0,67,0
0,1,1,1,0,0,1,1,1,1,0,0,1,67,0
0,1,1,1,0,0,1,1,1,0,0,0,2,67,0
0,1,1,1,0,0,1,1,0,0,0,0,3,67,0
0,0,1,1,0,0,1,1,0,0,0,0,4,67,1
0,0,1,1,0,0,1,1,0,0,0,0,5,67,1
0,0,0,1,1,1,1,0,1,1,1,0,0,68,0
1,0,0,1,1,1,1,0,1,1,1,0,1,68,0
1,0,0,1,1,1,1,1,1,1,1,0,2,68,0
1,0,1,1,1,1,1,1,1,1,1,0,3,68,0
1,0,1,1,1,1,1,1,0,1,1,0,4,68,0
1,0,1,1,1,1,1,1,0,0,1,0,5,68,1
1,1,1,1,1,1,1,0,0,1,1,0,0,69,0
1,1,1,1,1,1,1,1,0,1,1,0,1,69,0
1,1,1,1,1,1,1,1,0,0,1,0,2,69,0
1,1,1,1,0,1,1,1,0,0,1,0,3,69,0
1,0,1,1,0,1,1,1,0,0,1,0,4,69,1
1,0,1,1,0,1,1,1,0,0,1,0,5,69,1
