v_Akkermansia_,v_Barnesiella,v_Blautia,v_Clindamycin_,v_Clostridium_difficile,v_Coprobacillus,v_Enterobacteriaceae,v_Enterococcus,v_Lachnospiraceae,v_Lachnospiraceae_other_,v_Mollicutes,v_Other,time,trajectory,isattractor
0,0,1,1,0,0,0,1,0,0,0,0,2,12,1
0,0,1,1,0,0,0,1,0,0,0,0,3,12,1
0,0,1,1,0,0,0,1,0,0,0,0,4,12,1
0,0,0,0,0,0,1,0,0,1,1,0,0,13,0
0,1,0,0,0,0,1,1,1,1,1,1,1,13,0
0,1,1,0,0,0,1,1,1,1,1,1,2,13,1
0,1,1,0,0,0,1,1,1,1,1,1,3,13,1
0,1,1,0,0,0,1,1,1,1,1,1,4,13,1
0,1,0,1,1,0,0,0,1,1,1,1,0,14,0
0,0,0,1,0,0,0,1,0,0,1,0,1,14,0
0,0,1,1,0,0,0,1,0,0,1,0,2,14,1
0,0,1,1,0,0,0,1,0,0,1,0,3,14,1
0,0,1,1,0,0,0,1,0,0,1,0,4,14,1
1,0,0,0,1,1,0,0,0,0,1,0,0,15,0
1,0,1,0,1,1,0,1,0,0,1,0,1,15,1
1,0,1,0,1,1,0,1,0,0,1,0,2,15,1
1,0,1,0,1,1,0,1,0,0,1,0,3,15,1
1,0,1,0,1,1,0,1,0,0,1,0,4,15,1
1,0,1,1,0,0,1,0,0,0,0,0,0,16,0
0,0,1,1,0,0,1,1,0,0,0,0,1,16,1
0,0,1,1,0,0,1,1,0,0,0,0,2,16,1
0,0,1,1,0,0,1,1,0,0,0,0,3,16,1
0,0,1,1,0,0,1,1,0,0,0,0,4,16,1
0,1,1,1,0,1,0,0,1,0,1,1,0,17,0
1,0,1,1,0,1,0,1,0,0,1,0,1,17,1
1,0,1,1,0,1,0,1,0,0,1,0,2,17,1
1,0,1,1,0,1,0,1,0,0,1,0,3,17,1
1,0,1,1,0,1,0,1,0,0,1,0,4,17,1
1,1,1,1,0,0,1,0,0,0,1,0,0,18,0
0,0,1,1,0,0,1,1,0,0,1,0,1,18,1
0,0,1,1,0,0,1,1,0,0,1,0,2,18,1
0,0,1,1,0,0,1,1,0,0,1,0,3,18,1
0,0,1,1,0,0,1,1,0,0,1,0,4,18,1
0,1,0,0,0,0,0,0,0,1,0,0,0,19,0
0,1,0,0,0,0,0,1,1,1,0,1,1,19,0
0,1,1,0,0,0,0,1,1,1,0,1,2,19,1
0,1,1,0,0,0,0,1,1,1,0,1,3,19,1
0,1,1,0,0,0,0,1,1,1,0,1,4,19,1
