v_Adenylate_cyclase,v_COMT,v_Calcineurin,v_Calcium,v_DARPP32,v_Dopamine,v_Dopamine_Receptor_1,v_Dopamine_Receptor_2,v_Exocytosis,v_Glutamate,v_Glutamate_Receptor,v_Packaging_Proteins,v_Phospholipase_C,v_Protein_Kinase_A,v_Protein_Phosphatase_1,v_Tryosine_hydroxylase,time,trajectory,isattractor
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,9,1
0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,10,0
0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,10,0
0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,2,10,0
0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,3,10,0
0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,4,10,1
0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,5,10,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,6,10,1
0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,7,10,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,8,10,1
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,9,10,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,1
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,11,10,1
0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,12,10,1
0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,13,10,1
1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,14,10,1
1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,15,10,1
0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,16,10,1
0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,17,10,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,10,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,19,10,1
0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,20,10,1
0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,11,1
0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,11,1
0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,11,1
0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,3,11,1
0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,4,11,1
0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,5,11,1
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,6,11,1
0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,7,11,1
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,8,11,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,9,11,1
0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,10,11,1
0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,11,11,1
0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,12,11,1
0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,13,11,1
0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,14,11,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,15,11,1
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,16,11,1
0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,17,11,1
0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,18,11,1
1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,19,11,1
1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,20,11,1
1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,12,0
1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,12,0
1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,2,12,0
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,3,12,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,12,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,12,1
1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,13,0
0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,13,0
0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,2,13,0
0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13,1
0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,4,13,1
0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,5,13,1
1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,6,13,1
1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,7,13,1
0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,8,13,1
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,9,13,1
0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,10,13,1
0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,11,13,1
0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,12,13,1
0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,13,13,1
0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,14,13,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,15,13,1
0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,16,13,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,17,13,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,18,13,1
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,19,13,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,13,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,14,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,14,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,14,1
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,4,14,1
1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,5,14,1
0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,6,14,1
0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,7,14,1
0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,8,14,1
0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,9,14,1
0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,10,14,1
0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,11,14,1
0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,12,14,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,13,14,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,14,14,1
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,15,14,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,16,14,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,17,14,1
0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,18,14,1
0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,19,14,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,20,14,1
1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,15,0
1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,15,0
1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,2,15,0
1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,3,15,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,15,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,15,1
0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,16,1
0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,16,1
0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,2,16,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3,16,1
0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,4,16,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,5,16,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,16,1
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,7,16,1
0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,8,16,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,9,16,1
0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,10,16,1
0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,11,16,1
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,12,16,1
1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,13,16,1
1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,14,16,1
0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,15,16,1
0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,16,16,1
0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,17,16,1
1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,18,16,1
1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,19,16,1
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,20,16,1
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,17,0
